
Datum;TAMUQ.AQERT 1 Temp.[°C];AK;TAMUQ.AQERT 1 Humidity[%];AK;TAMUQ.AQERT 1 Pressure[HPasc];AK;TAMUQ.AQERT 1 W.Speed[m/s];AK;TAMUQ.AQERT 1 W.Direct[Degr];AK;TAMUQ.AQERT 1 Rain Vol[l/m²];AK;TAMUQ.AQERT 1 W.SpeedV[m/s];AK;TAMUQ.AQERT 1 WSpdMax[m/s];AK;TAMUQ.AQERT 1 0.265 µm[p/l];AK;TAMUQ.AQERT 1 0.290 µm[p/l];AK;TAMUQ.AQERT 1 0.325 µm[p/l];AK;TAMUQ.AQERT 1 0.375 µm[p/l];AK;TAMUQ.AQERT 1 0.425 µm[p/l];AK;TAMUQ.AQERT 1 0.475 µm[p/l];AK;TAMUQ.AQERT 1 0.540 µm[p/l];AK;TAMUQ.AQERT 1 0.615 µm[p/l];AK;TAMUQ.AQERT 1 0.675 µm[p/l];AK;TAMUQ.AQERT 1 0.750 µm[p/l];AK;TAMUQ.AQERT 1 0.900 µm[p/l];AK;TAMUQ.AQERT 1 1.150 µm[p/l];AK;TAMUQ.AQERT 1 1.450 µm[p/l];AK;TAMUQ.AQERT 1 1.800 µm[p/l];AK;TAMUQ.AQERT 1 2.250 µm[p/l];AK;TAMUQ.AQERT 1 2.750 µm[p/l];AK;TAMUQ.AQERT 1 3.250 µm[p/l];AK;TAMUQ.AQERT 1 3.750 µm[p/l];AK;TAMUQ.AQERT 1 4.500 µm[p/l];AK;TAMUQ.AQERT 1 5.750 µm[p/l];AK;TAMUQ.AQERT 1 7.000 µm[p/l];AK;TAMUQ.AQERT 1 8.000 µm[p/l];AK;TAMUQ.AQERT 1 9.250 µm[p/l];AK;TAMUQ.AQERT 1 11.25 µm[p/l];AK;TAMUQ.AQERT 1 13.75 µm[p/l];AK;TAMUQ.AQERT 1 16.25 µm[p/l];AK;TAMUQ.AQERT 1 18.75 µm[p/l];AK;TAMUQ.AQERT 1 22.50 µm[p/l];AK;TAMUQ.AQERT 1 27.50 µm[p/l];AK;TAMUQ.AQERT 1 31.00 µm[p/l];AK;

Datum;Temp.;AK;Humidity;AK;Pressure;AK;W.Speed;AK;W.Direct;AK;Rain Vol;AK;W.SpeedV;AK;WSpdMax;AK;0.265;AK;0.290;AK;0.325;AK;0.375;AK;0.425;AK;0.475;AK;0.540;AK;0.615;AK;0.675;AK;0.750;AK;0.900;AK;1.150;AK;1.450;AK;1.800;AK;2.250;AK;2.750;AK;3.250;AK;3.750;AK;4.500;AK;5.750;AK;7.000;AK;8.000;AK;9.250;AK;11.25;AK;13.75;AK;16.25;AK;18.75;AK;22.50;AK;27.50;AK;31.00;AK;34.00;E;NA

Station;548;TAMUQ.AQERT 1
16.05.2017 14:00:00;37.4995;;20.0105;;1003.93;;0.595072;;332.585;;0.0;;0.221247;;3.53787;;98580.4;;57266.7;;29012.6;;10280.1;;2639.72;;1048.61;;1449.65;;650.486;;351.667;;499.931;;374.306;;364.097;;192.917;;276.25;;242.375;;188.486;;105.917;;75.875;;102.264;;51.2639;;18.1528;;9.40278;;8.06944;;7.0;;3.94444;;3.13889;;1.90278;;2.66667;;1.86111;;0.583333;;1.125;;
16.05.2017 15:00:00;36.0913;;28.5236;;1003.9;;0.473762;;262.307;;0.0;;0.16472;;3.13434;;142814.0;;85385.5;;41695.3;;14742.0;;3607.71;;1391.46;;1902.43;;900.764;;473.125;;699.583;;530.556;;502.292;;300.347;;402.708;;321.292;;253.917;;143.861;;100.042;;131.847;;64.7917;;18.7778;;9.44444;;8.20833;;6.79167;;2.65278;;2.23611;;1.19444;;1.84722;;1.01389;;0.472222;;0.708333;;
21.05.2017 15:00:00;42.9125;;18.0319;;1001.98;;1.40496;;110.454;;0.0;;1.05446;;5.73407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.2017 16:00:00;42.3973;;18.786;;1001.84;;1.42282;;118.066;;0.0;;1.07491;;5.46468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.2017 17:00:00;41.4434;;19.0668;;1001.79;;1.21901;;136.124;;0.0;;0.867993;;4.64704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.2017 18:00:00;40.1405;;19.0157;;1002.19;;1.10107;;200.401;;0.0;;0.754861;;4.19036;;30830.8;;15579.2;;7902.1;;3813.04;;1507.88;;1059.86;;966.625;;526.569;;308.79;;521.829;;464.819;;446.219;;322.376;;478.352;;787.235;;767.338;;328.085;;243.449;;360.284;;188.007;;68.5394;;25.9005;;21.3332;;13.5162;;4.92766;;1.7964;;0.930098;;0.59478;;0.202686;;1.20711;;0.0;;
21.05.2017 19:00:00;38.5673;;22.9483;;1002.74;;1.06829;;283.038;;0.0;;0.893279;;4.15761;;30675.4;;14577.9;;7460.9;;3717.78;;1549.1;;1126.81;;1022.08;;562.292;;336.042;;577.222;;506.25;;488.542;;347.639;;497.917;;827.347;;807.069;;351.75;;256.194;;389.708;;214.208;;75.3472;;31.1806;;24.0;;18.125;;5.66667;;1.91667;;0.75;;0.597222;;0.0833334;;0.0833333;;0.0;;
21.05.2017 20:00:00;37.1932;;26.2096;;1003.29;;0.985681;;292.991;;0.0;;0.776348;;4.56477;;29497.4;;14230.3;;7298.26;;3686.18;;1521.04;;1077.22;;1008.47;;550.625;;339.653;;544.861;;478.333;;457.708;;317.153;;494.167;;791.639;;763.417;;338.361;;244.625;;367.958;;197.806;;72.4583;;29.3889;;23.8889;;16.5694;;5.81944;;1.88889;;1.06944;;0.444444;;0.0277778;;0.125;;0.0;;
21.05.2017 21:00:00;35.5011;;33.7152;;1003.95;;1.23845;;275.477;;0.0;;1.08212;;3.96384;;26647.8;;14367.4;;7718.68;;3721.94;;1476.94;;992.431;;919.583;;497.292;;282.153;;468.056;;401.042;;382.986;;263.958;;394.861;;651.889;;625.472;;270.653;;194.208;;287.222;;150.889;;54.2639;;20.3611;;17.625;;12.4861;;4.38889;;1.65278;;0.666667;;0.625;;0.0833334;;0.0833333;;0.0;;
21.05.2017 22:00:00;34.2081;;36.4709;;1004.3;;1.29442;;280.827;;0.0;;1.11608;;4.60182;;18644.3;;11442.6;;6363.19;;2901.88;;1120.63;;689.444;;669.93;;349.583;;202.778;;318.819;;266.458;;250.833;;176.944;;245.347;;398.153;;371.556;;160.819;;114.403;;161.431;;83.3194;;29.1389;;11.3333;;9.93055;;7.05556;;2.73611;;0.944444;;0.555556;;0.333333;;0.0694444;;0.236111;;0.0;;
21.05.2017 23:00:00;33.5885;;37.5776;;1004.36;;1.39647;;272.741;;0.0;;1.24118;;5.41059;;17076.9;;11473.3;;6412.92;;2838.47;;1028.75;;614.583;;569.514;;289.236;;152.431;;240.208;;205.764;;188.958;;131.042;;182.014;;280.014;;270.556;;126.736;;87.3611;;121.653;;63.1111;;22.4028;;8.30556;;7.625;;5.59722;;1.98611;;0.722222;;0.527778;;0.388889;;0.0694444;;0.236111;;0.0;;
22.05.2017;33.3951;;37.2733;;1004.09;;1.38112;;276.181;;0.0;;1.21901;;8.00827;;16703.0;;10998.5;;6001.39;;2553.68;;916.25;;550.417;;525.972;;271.528;;148.403;;215.139;;194.167;;175.764;;128.333;;183.681;;274.139;;266.472;;123.056;;85.4722;;125.083;;64.6667;;23.375;;8.95833;;7.38889;;5.75;;2.01389;;0.708333;;0.430556;;0.263889;;0.0277778;;0.0416667;;0.0;;
22.05.2017 01:00:00;33.5898;;35.4637;;1003.76;;1.37867;;272.068;;0.0;;1.22531;;6.79102;;14646.1;;9356.25;;5046.88;;2177.08;;793.542;;471.597;;464.097;;246.111;;134.097;;211.042;;176.528;;182.431;;119.306;;174.514;;268.986;;252.208;;117.319;;80.0972;;111.931;;59.2778;;21.75;;8.05556;;6.73611;;5.83333;;2.15278;;0.902778;;0.347222;;0.444444;;0.0972222;;0.0416667;;0.0;;
22.05.2017 02:00:00;33.1948;;37.3226;;1003.5;;1.32366;;288.757;;0.0;;1.09307;;7.46856;;14219.4;;9157.15;;5073.61;;2231.39;;801.805;;486.042;;457.361;;230.972;;129.653;;219.306;;183.194;;169.722;;123.194;;176.042;;267.222;;256.694;;120.722;;80.9445;;113.014;;58.4444;;21.1111;;8.5;;7.38889;;5.83333;;2.18056;;0.972222;;0.416667;;0.388889;;0.0555555;;0.138889;;0.0;;
22.05.2017 03:00:00;32.5339;;40.1165;;1003.39;;1.36478;;287.649;;0.0;;1.11897;;8.11096;;14450.1;;9214.58;;5263.19;;2404.24;;887.431;;527.222;;483.194;;253.958;;139.861;;227.361;;184.167;;181.181;;123.611;;185.139;;284.722;;276.5;;122.014;;83.7083;;113.736;;58.875;;21.9444;;8.05556;;7.30556;;5.75;;2.33333;;0.902778;;0.347222;;0.222222;;0.0416667;;0.277778;;0.0;;
22.05.2017 04:00:00;32.0854;;42.0978;;1003.69;;1.43973;;289.617;;0.0;;1.18821;;8.72841;;15166.7;;9686.74;;5619.72;;2601.11;;971.528;;572.222;;510.347;;255.556;;146.181;;228.75;;203.611;;191.458;;123.889;;195.069;;296.236;;281.167;;129.431;;89.7083;;125.167;;66.8472;;24.0694;;9.95833;;7.91667;;6.47222;;2.77778;;0.805556;;0.5;;0.527778;;0.0972222;;0.194444;;0.0;;
22.05.2017 05:00:00;31.7411;;43.598;;1004.3;;1.3351;;284.754;;0.0;;1.11477;;8.39639;;17325.8;;11337.3;;6832.29;;3282.29;;1223.75;;716.806;;633.542;;309.861;;167.708;;268.125;;228.75;;217.014;;146.597;;211.736;;321.264;;322.042;;147.708;;102.806;;143.333;;75.0;;26.5;;9.76389;;8.75;;6.38889;;2.31944;;0.680556;;0.430556;;0.375;;0.0555556;;0.0833333;;0.0;;
22.05.2017 06:00:00;31.7475;;44.7024;;1004.97;;1.38602;;279.12;;0.0;;1.16254;;5.97098;;19841.5;;11637.0;;6482.15;;2974.51;;1141.46;;684.028;;618.542;;332.569;;189.931;;312.569;;271.597;;264.236;;178.403;;267.847;;397.486;;394.139;;187.583;;128.528;;180.069;;92.2639;;34.2778;;12.7083;;10.0556;;7.26389;;2.44444;;1.05556;;0.486111;;0.416667;;0.166667;;0.152778;;0.0;;
22.05.2017 07:00:00;32.6772;;41.8915;;1005.74;;1.72992;;284.465;;0.0;;1.41548;;10.4267;;24727.2;;13422.9;;7127.01;;3347.99;;1266.11;;796.944;;759.792;;414.583;;238.958;;398.472;;355.278;;338.542;;246.944;;367.153;;568.042;;560.028;;260.0;;174.931;;250.903;;128.792;;44.6528;;18.7778;;14.4722;;10.5694;;4.13889;;2.19444;;1.375;;1.13889;;0.347222;;0.75;;0.0;;
22.05.2017 08:00:00;34.1412;;36.9555;;1006.47;;1.87852;;288.494;;0.0;;1.4947;;11.2046;;28733.6;;14849.6;;7623.19;;3626.67;;1413.33;;941.181;;849.583;;471.944;;284.306;;469.167;;419.444;;412.986;;296.528;;445.694;;726.681;;726.042;;324.319;;228.75;;332.167;;178.833;;64.5556;;25.9444;;23.3194;;18.4306;;7.51389;;4.5;;1.79167;;2.16667;;0.722222;;0.861111;;0.0;;
22.05.2017 09:00:00;35.6296;;33.6886;;1006.81;;1.93643;;294.781;;0.0;;1.53656;;11.0942;;29560.8;;14925.6;;7586.32;;3605.9;;1414.93;;958.056;;864.653;;472.708;;276.181;;475.347;;424.028;;428.681;;302.361;;462.569;;781.319;;783.847;;333.569;;237.889;;344.625;;184.847;;67.4583;;28.8056;;23.875;;18.6806;;8.63889;;4.63889;;2.625;;2.76389;;1.05556;;1.19444;;0.0;;
22.05.2017 10:00:00;37.2806;;28.3593;;1006.95;;2.04418;;293.877;;0.0;;1.51257;;18.5801;;27184.1;;14173.7;;7201.6;;3321.94;;1306.53;;894.445;;786.736;;429.444;;244.931;;423.681;;375.972;;372.292;;258.403;;398.472;;708.597;;707.028;;295.806;;216.5;;319.861;;176.194;;65.0417;;27.9722;;23.8333;;20.2083;;8.79167;;5.47222;;2.63889;;2.94444;;1.15278;;2.05556;;0.0;;
22.05.2017 11:00:00;38.6351;;23.6696;;1006.72;;1.82446;;296.928;;0.0;;1.45889;;8.72876;;24505.3;;13094.6;;6517.71;;2977.99;;1158.4;;803.681;;735.486;;385.417;;216.806;;379.375;;339.236;;327.431;;231.181;;344.931;;598.264;;591.056;;255.667;;186.611;;286.736;;164.625;;65.0;;26.7361;;26.9444;;22.3889;;10.4722;;5.5;;3.70833;;3.75;;1.19444;;2.04167;;0.0;;
22.05.2017 12:00:00;39.2736;;22.2903;;1006.64;;1.96569;;293.209;;0.0;;1.56447;;9.1019;;24042.4;;12859.7;;6277.43;;2852.08;;1107.71;;803.333;;727.153;;382.361;;221.111;;363.194;;326.944;;314.306;;216.25;;328.542;;592.75;;596.806;;253.667;;185.681;;287.181;;167.931;;64.8472;;27.7361;;26.0556;;23.3056;;10.7778;;6.58333;;3.81944;;4.06944;;1.33333;;2.875;;0.0;;
22.05.2017 13:00:00;39.1635;;24.0826;;1006.53;;1.94103;;298.542;;0.0;;1.47307;;14.1572;;24150.8;;12794.3;;6268.61;;2879.1;;1129.72;;822.708;;697.014;;377.778;;219.722;;344.097;;323.542;;322.153;;217.569;;333.056;;612.611;;612.667;;257.306;;186.139;;291.722;;169.514;;65.7639;;29.8194;;27.1389;;23.7222;;12.3333;;6.02778;;4.47222;;4.38889;;1.48611;;3.84722;;0.0;;
22.05.2017 14:00:00;38.9168;;23.6744;;1006.19;;1.87252;;298.712;;0.0;;1.4409;;11.6576;;20775.3;;11381.5;;5782.36;;2628.61;;1018.4;;710.556;;633.264;;333.264;;187.639;;315.903;;283.194;;272.361;;192.639;;285.278;;494.486;;511.708;;214.111;;157.028;;240.486;;135.208;;53.5833;;22.7639;;20.6667;;18.5833;;9.59722;;5.23611;;3.06944;;3.15278;;1.41667;;3.0;;0.0;;
22.05.2017 15:00:00;38.5936;;22.3601;;1005.81;;2.04985;;292.368;;0.0;;1.69499;;9.63154;;16287.5;;8893.96;;4491.39;;2043.54;;786.667;;549.167;;498.681;;268.681;;161.042;;264.792;;227.639;;230.694;;154.722;;229.514;;401.847;;390.361;;163.708;;117.347;;172.444;;97.2361;;35.0972;;15.7639;;14.25;;13.1528;;6.38889;;4.08333;;2.41667;;2.68056;;0.958333;;2.19444;;0.0;;
22.05.2017 16:00:00;37.7989;;23.1646;;1005.72;;1.82892;;286.761;;0.0;;1.52979;;11.4825;;14172.0;;7922.64;;4044.79;;1837.92;;707.986;;471.458;;450.972;;248.194;;143.264;;239.931;;203.056;;204.931;;140.903;;194.653;;327.167;;328.681;;136.917;;93.8611;;140.25;;77.1111;;27.0;;13.2222;;10.7639;;8.75;;4.38889;;2.66667;;1.38889;;1.55556;;0.486111;;1.625;;0.0;;
22.05.2017 17:00:00;36.6203;;25.4026;;1005.95;;1.98493;;283.552;;0.0;;1.65041;;7.97904;;13217.3;;7462.78;;3903.61;;1766.6;;672.222;;453.611;;436.875;;237.569;;142.5;;229.306;;201.667;;195.208;;126.875;;191.944;;309.75;;299.722;;122.319;;87.7361;;124.431;;65.1667;;23.8194;;9.76389;;8.31944;;7.75;;2.91667;;1.94444;;1.02778;;0.986111;;0.305556;;0.777778;;0.0;;
22.05.2017 18:00:00;34.8599;;27.7823;;1006.26;;1.72764;;288.962;;0.0;;1.41733;;8.36208;;12122.6;;7078.68;;3750.83;;1680.14;;629.931;;407.361;;392.014;;223.264;;128.472;;209.583;;175.069;;179.028;;122.847;;165.833;;275.847;;262.458;;109.542;;76.1389;;107.611;;57.6111;;19.7778;;8.43056;;7.02778;;5.27778;;2.65278;;1.01389;;0.666667;;0.805556;;0.152778;;0.402778;;0.0;;
22.05.2017 19:00:00;33.4658;;32.2819;;1006.96;;1.57385;;277.886;;0.0;;1.15771;;15.1058;;11867.2;;7348.47;;3993.75;;1772.01;;634.167;;389.514;;381.111;;210.903;;123.194;;191.042;;169.028;;162.847;;113.194;;156.111;;237.556;;223.986;;98.3334;;64.7222;;88.0555;;44.4583;;15.1389;;6.125;;5.45833;;4.05556;;1.59722;;0.791667;;0.291667;;0.208333;;0.208333;;1.65278;;0.0;;
22.05.2017 20:00:00;32.1255;;39.5303;;1007.59;;1.56921;;265.307;;0.0;;1.32427;;16.2959;;12237.9;;7602.57;;4087.71;;1794.44;;664.514;;385.556;;393.542;;211.806;;115.694;;178.125;;153.194;;143.819;;99.2361;;133.889;;207.625;;203.611;;93.4167;;60.6806;;81.4583;;39.7222;;13.0556;;4.66667;;4.27778;;3.51389;;1.27778;;0.458333;;0.25;;0.319444;;0.0555556;;0.125;;0.0;;
22.05.2017 21:00:00;30.8534;;47.3354;;1008.04;;1.47899;;264.933;;0.0;;1.27249;;12.6513;;11535.6;;6768.82;;3650.83;;1627.85;;614.375;;358.403;;356.181;;196.389;;104.028;;173.264;;148.958;;146.528;;98.6111;;139.722;;221.875;;208.75;;92.1528;;60.375;;78.6111;;38.3611;;12.4167;;4.63889;;3.83333;;2.40278;;0.847222;;0.430556;;0.180556;;0.194444;;0.0277778;;0.0416667;;0.0;;
22.05.2017 22:00:00;30.1031;;52.5131;;1008.42;;1.47305;;256.847;;0.0;;1.3345;;5.34479;;11749.6;;7089.38;;4000.83;;1850.42;;698.472;;399.583;;408.542;;221.667;;112.569;;171.806;;148.681;;144.167;;93.3333;;137.014;;213.347;;203.944;;91.8056;;60.6667;;74.25;;37.0833;;13.375;;5.06944;;4.08333;;2.94444;;0.916667;;0.402778;;0.375;;0.166667;;0.0555556;;0.0555555;;0.0;;
22.05.2017 23:00:00;29.6518;;54.3379;;1008.35;;1.68333;;251.535;;0.0;;1.53799;;6.57796;;11638.3;;7333.26;;4139.44;;1949.65;;754.653;;432.014;;421.667;;217.431;;108.819;;171.597;;145.556;;130.347;;78.2639;;112.639;;187.181;;183.806;;83.625;;59.5;;73.9167;;35.5;;12.625;;4.40278;;3.93056;;3.11111;;0.916667;;0.513889;;0.194444;;0.305556;;0.0694444;;0.194444;;0.0;;
23.05.2017;29.1985;;53.3558;;1007.91;;1.82143;;247.077;;0.0;;1.71244;;8.74609;;12416.5;;8436.94;;4603.19;;2114.79;;779.375;;420.417;;410.903;;201.319;;98.125;;142.431;;121.042;;106.806;;71.1111;;93.6111;;153.208;;150.903;;75.2083;;52.8333;;63.8472;;30.1944;;11.375;;3.61111;;2.90278;;2.02778;;0.916667;;0.25;;0.180556;;0.222222;;0.0833334;;0.0833334;;0.0;;
23.05.2017 01:00:00;28.7068;;54.3604;;1007.67;;1.69533;;241.437;;0.0;;1.64025;;7.3959;;19628.1;;14726.8;;7263.4;;2936.88;;998.819;;543.125;;459.514;;189.722;;96.0417;;133.611;;105.069;;99.6528;;61.4583;;90.8333;;144.361;;140.097;;62.0;;45.3889;;57.1528;;28.7361;;11.0556;;3.36111;;3.08333;;1.625;;0.680556;;0.152778;;0.125;;0.125;;0.0138889;;0.0972222;;0.0;;
23.05.2017 02:00:00;28.3484;;55.5731;;1007.61;;1.77111;;241.874;;0.0;;1.67607;;9.16648;;18136.4;;13924.0;;7433.8;;3189.45;;1120.16;;549.201;;447.449;;178.172;;80.4604;;126.44;;107.311;;87.2081;;61.3341;;90.4708;;143.061;;137.306;;65.8137;;47.2885;;57.5796;;28.778;;10.7091;;4.03354;;2.97628;;2.23886;;0.751199;;0.542479;;0.208527;;0.139044;;0.0138889;;0.0;;0.0;;
23.05.2017 03:00:00;28.3199;;53.1727;;1007.59;;1.87047;;246.104;;0.0;;1.80095;;9.86394;;10675.6;;7860.07;;4756.46;;2415.28;;912.917;;462.778;;383.542;;153.194;;70.2083;;103.819;;87.5695;;77.0833;;56.1111;;77.5694;;120.25;;113.014;;53.8889;;40.8194;;50.8333;;24.2778;;8.48611;;2.80556;;2.31944;;1.88889;;0.597222;;0.319444;;0.0972222;;0.0972222;;0.0277778;;0.0;;0.0;;
23.05.2017 04:00:00;28.1067;;54.5439;;1007.71;;1.82591;;245.786;;0.0;;1.73017;;10.302;;9615.07;;7140.0;;4459.38;;2254.17;;895.486;;462.5;;364.931;;154.792;;68.6806;;99.4445;;78.0556;;71.25;;49.8611;;68.8889;;113.806;;106.778;;49.9028;;36.6528;;49.7778;;22.5278;;8.16667;;2.54167;;2.02778;;1.76389;;0.472222;;0.152778;;0.0416667;;0.0694444;;0.0;;0.111111;;0.0;;
23.05.2017 05:00:00;27.8956;;54.8171;;1007.89;;1.73491;;249.458;;0.0;;1.60962;;11.3887;;10946.7;;7890.97;;4782.71;;2435.63;;915.833;;472.431;;389.028;;173.333;;84.1667;;110.764;;84.375;;79.1667;;52.6389;;76.4583;;136.139;;124.722;;55.6528;;41.6667;;55.9444;;28.0833;;9.5;;4.04167;;3.08333;;2.48611;;0.527778;;0.402778;;0.208333;;0.152778;;0.0555555;;0.0416667;;0.0;;
23.05.2017 06:00:00;27.9928;;55.6985;;1008.39;;1.69616;;247.262;;0.0;;1.58128;;10.8314;;14243.6;;10355.7;;6051.18;;2977.92;;1126.67;;593.056;;497.847;;226.528;;107.361;;149.097;;113.75;;101.458;;65.8333;;95.0694;;160.583;;155.944;;71.1806;;50.6667;;69.2639;;36.1111;;13.2639;;5.26389;;4.86111;;3.58333;;1.51389;;0.458333;;0.194444;;0.263889;;0.0833333;;0.0277778;;0.0;;
23.05.2017 07:00:00;29.4231;;53.0497;;1008.94;;1.5261;;258.031;;0.0;;1.31444;;13.6037;;15896.3;;11159.4;;6410.07;;3128.54;;1183.4;;637.847;;547.014;;265.208;;129.028;;179.792;;147.708;;133.333;;80.625;;116.597;;196.653;;191.347;;85.4306;;60.6528;;85.9306;;46.2222;;18.5972;;7.33333;;6.76389;;5.26389;;2.375;;1.05556;;0.486111;;0.305556;;0.0972222;;0.0277778;;0.0;;
23.05.2017 08:00:00;31.6786;;45.0791;;1009.47;;1.69125;;271.091;;0.0;;1.37281;;17.7508;;13369.4;;9442.64;;5634.38;;2815.63;;1057.71;;579.861;;523.542;;245.139;;123.75;;167.361;;128.056;;110.625;;77.8472;;102.569;;170.486;;168.861;;74.5;;53.0278;;75.2778;;37.7222;;15.8056;;6.34722;;5.91667;;4.95833;;2.33333;;1.29167;;0.444444;;0.527778;;0.25;;0.236111;;0.0;;
23.05.2017 09:00:00;33.7349;;36.0679;;1009.85;;1.62822;;289.765;;0.0;;1.34947;;7.55278;;11675.8;;8257.29;;4811.32;;2341.81;;874.653;;493.75;;435.833;;216.667;;117.708;;167.431;;124.722;;110.417;;69.0972;;99.7222;;168.292;;161.472;;72.5;;51.2639;;74.8611;;41.9167;;16.8472;;7.80555;;6.81944;;5.40278;;2.70833;;1.30556;;0.972222;;0.805556;;0.25;;0.527778;;0.0;;
23.05.2017 10:00:00;35.8137;;25.5578;;1009.76;;1.87471;;284.746;;0.0;;1.65759;;5.48867;;8970.35;;6378.33;;3725.28;;1830.83;;665.764;;377.917;;330.833;;152.569;;73.9583;;104.792;;88.4028;;78.4722;;56.4583;;75.3472;;138.069;;134.403;;53.3611;;42.7917;;59.0;;34.4306;;14.3056;;6.06944;;5.79167;;5.48611;;2.30556;;1.47222;;0.958333;;0.986111;;0.305556;;0.819444;;0.0;;
23.05.2017 11:00:00;37.4367;;20.9291;;1009.59;;1.6216;;285.926;;0.0;;1.36853;;5.06577;;8622.43;;6377.29;;3712.99;;1754.51;;631.042;;356.389;;314.861;;141.458;;74.7917;;107.153;;82.0139;;70.7639;;47.9861;;64.7917;;121.583;;113.625;;44.7083;;34.4167;;52.6944;;32.1806;;13.3611;;6.06944;;6.41667;;5.38889;;2.95833;;1.29167;;0.708333;;0.791667;;0.194444;;0.763889;;0.0;;
23.05.2017 12:00:00;38.5752;;17.3655;;1009.14;;1.56646;;292.578;;0.0;;1.29855;;4.86362;;7819.17;;5767.71;;3371.32;;1621.46;;588.125;;330.625;;289.028;;140.139;;73.6111;;96.875;;80.0694;;69.8611;;48.6806;;64.9306;;120.542;;113.458;;42.9722;;32.0833;;49.9167;;31.7639;;13.2083;;5.56944;;5.5;;5.36111;;2.34722;;1.47222;;0.736111;;0.652778;;0.138889;;0.388889;;0.0;;
23.05.2017 13:00:00;39.945;;12.9686;;1008.64;;1.59956;;286.471;;0.0;;1.21193;;10.2611;;6527.99;;4680.9;;2699.65;;1258.47;;451.458;;258.681;;240.625;;115.625;;61.3889;;80.4861;;66.0417;;63.4028;;42.6389;;55.9722;;103.875;;97.3194;;36.8333;;27.0972;;42.4028;;26.4028;;10.8056;;4.98611;;4.31944;;4.02778;;1.98611;;1.15278;;0.569444;;0.75;;0.180556;;0.416667;;0.0;;
23.05.2017 14:00:00;40.7652;;12.3101;;1007.91;;1.67826;;290.9;;0.0;;1.33429;;9.21185;;8066.39;;5056.04;;2754.44;;1293.96;;484.097;;295.417;;275.208;;139.167;;77.7083;;116.042;;96.4583;;90.3472;;66.5972;;91.5972;;159.25;;151.042;;59.7639;;44.0694;;66.8889;;35.6806;;14.6111;;6.75;;5.30556;;4.51389;;2.02778;;0.930556;;0.555556;;0.541667;;0.25;;0.319444;;0.0;;
23.05.2017 15:00:00;40.8295;;11.6953;;1007.36;;1.69364;;283.135;;0.0;;1.4151;;8.53711;;7884.03;;5211.81;;2838.13;;1328.06;;494.861;;298.819;;271.458;;136.111;;71.7361;;109.375;;85.6944;;82.7083;;54.6528;;75.8333;;148.917;;132.389;;49.1806;;37.1667;;54.7917;;31.5694;;12.4861;;5.45833;;5.61111;;5.5;;2.23611;;1.19444;;0.583333;;0.708333;;0.166667;;0.305556;;0.0;;
23.05.2017 16:00:00;40.3777;;11.235;;1006.61;;1.63317;;287.944;;0.0;;1.35791;;10.7995;;6990.35;;4799.38;;2592.92;;1221.04;;442.292;;271.458;;249.375;;123.681;;67.7778;;92.5694;;76.3194;;69.8611;;49.9306;;64.0278;;122.472;;108.0;;39.3056;;29.0556;;47.4861;;26.9306;;11.0833;;4.84722;;4.72222;;4.30556;;1.95833;;0.972222;;0.458333;;0.541667;;0.0972222;;0.194444;;0.0;;
23.05.2017 17:00:00;39.4434;;12.1218;;1006.37;;1.25203;;293.959;;0.0;;1.00088;;7.7182;;6972.01;;4956.88;;2635.14;;1183.54;;440.347;;253.889;;241.042;;115.0;;61.0417;;84.8611;;64.9306;;58.8194;;38.0556;;59.0972;;102.778;;96.0833;;34.625;;26.0139;;43.5;;26.4583;;12.5556;;5.27778;;5.69444;;5.19444;;2.69444;;1.33333;;0.708333;;0.430556;;0.263889;;0.347222;;0.0;;
23.05.2017 18:00:00;37.7583;;13.258;;1006.63;;1.43559;;289.36;;0.0;;1.04854;;16.121;;6207.92;;4815.0;;2679.38;;1225.28;;434.931;;249.861;;223.264;;109.444;;58.0556;;74.0278;;57.6389;;51.5972;;33.9583;;42.8472;;77.9583;;68.3056;;24.5278;;18.4444;;29.5278;;18.1389;;8.0;;3.55556;;3.5;;3.22222;;1.83333;;0.680556;;0.527778;;0.25;;0.0694444;;0.138889;;0.0;;
23.05.2017 19:00:00;36.0525;;15.8743;;1006.84;;1.04822;;286.36;;0.0;;0.716439;;14.2195;;8035.14;;6176.88;;3395.42;;1509.86;;554.375;;312.222;;280.556;;126.181;;70.2083;;83.8889;;64.9306;;55.4861;;35.2083;;49.1667;;88.0;;82.0972;;30.3333;;23.375;;38.5972;;24.7778;;11.4722;;5.90278;;5.58333;;6.13889;;2.70833;;1.47222;;0.736111;;0.666667;;0.166667;;0.0555556;;0.0;;
