Datum;Temp.;AK;Humidity;AK;Pressure;AK;W.Speed;AK;W.Direct;AK;Rain Vol;AK;W.SpeedV;AK;WSpdMax;AK;0.265;AK;0.290;AK;0.325;AK;0.375;AK;0.425;AK;0.475;AK;0.540;AK;0.615;AK;0.675;AK;0.750;AK;0.900;AK;1.150;AK;1.450;AK;1.800;AK;2.250;AK;2.750;AK;3.250;AK;3.750;AK;4.500;AK;5.750;AK;7.000;AK;8.000;AK;9.250;AK;11.25;AK;13.75;AK;16.25;AK;18.75;AK;22.50;AK;27.50;AK;31.00;AK;34.00;E;NA

Station;548;TAMUQ.AQERT 1
03.06.2017 14:00:00;40.2524;;13.2003;;1004.3;;2.10242;;307.082;;0.0;;1.72919;;11.6974;;10963.3;;6476.32;;3543.26;;1635.83;;628.819;;431.181;;388.542;;199.861;;112.292;;169.167;;144.931;;148.264;;102.5;;150.208;;255.903;;247.056;;103.806;;75.4028;;114.639;;63.5972;;26.0417;;11.3611;;10.5;;10.3194;;6.06945;;3.11111;;2.11111;;2.26389;;1.05556;;4.61111;;0.0;;
03.06.2017 15:00:00;39.8873;;13.0503;;1004.15;;2.31219;;303.788;;0.0;;1.91666;;13.7866;;10473.2;;6047.29;;3391.81;;1596.94;;597.847;;378.333;;359.792;;198.819;;106.319;;166.111;;143.472;;139.514;;98.1944;;138.542;;244.764;;232.222;;96.1667;;69.5139;;99.3611;;56.2083;;21.0556;;9.86111;;8.86111;;8.48611;;4.18056;;2.47222;;1.72222;;2.25;;1.04167;;3.70833;;0.0;;
03.06.2017 16:00:00;39.2677;;13.6399;;1004.03;;1.90356;;300.513;;0.0;;1.58304;;9.24755;;9552.71;;5964.86;;3330.76;;1528.96;;572.778;;364.653;;337.5;;167.431;;94.4444;;143.194;;117.153;;117.014;;80.9722;;119.583;;203.972;;191.278;;77.1111;;54.9861;;87.2083;;48.0278;;18.2361;;8.63889;;7.76389;;7.54167;;3.98611;;1.84722;;1.26389;;1.08333;;0.527778;;2.01389;;0.0;;
03.06.2017 17:00:00;38.2449;;13.5511;;1004.1;;2.14997;;290.373;;0.0;;1.73074;;11.4562;;8427.57;;5431.53;;3026.25;;1411.6;;520.278;;333.681;;322.153;;154.236;;87.8472;;132.431;;112.361;;104.306;;69.1667;;100.972;;174.181;;161.083;;64.7083;;48.2222;;72.0139;;40.3056;;14.3472;;6.59722;;5.81944;;5.79167;;2.94444;;1.73611;;1.13889;;1.04167;;0.541667;;2.65278;;0.0;;
03.06.2017 18:00:00;36.5418;;14.317;;1004.47;;2.09535;;288.332;;0.0;;1.74203;;13.9071;;8371.18;;5549.72;;3190.63;;1453.96;;547.778;;339.514;;338.264;;179.375;;84.7917;;127.778;;102.153;;100.278;;66.8056;;98.8194;;156.25;;147.833;;60.7917;;43.6944;;66.7222;;37.7639;;14.8472;;6.20833;;5.94444;;5.25;;3.11111;;1.66667;;1.08333;;1.09722;;0.805556;;2.76389;;0.0;;
03.06.2017 19:00:00;35.1262;;15.0752;;1005.05;;2.00806;;286.82;;0.0;;1.69867;;15.0507;;8537.5;;6329.38;;3574.31;;1632.85;;583.889;;334.028;;326.111;;151.944;;77.1528;;97.5695;;78.8194;;73.4028;;49.5139;;71.3195;;114.208;;108.028;;42.2083;;32.9306;;46.1111;;25.2083;;8.95834;;3.95833;;3.81944;;3.27778;;1.52778;;0.986111;;0.402778;;0.5;;0.222222;;0.5;;0.0;;
03.06.2017 20:00:00;34.4394;;14.4636;;1005.55;;1.88585;;279.321;;0.0;;1.62659;;10.267;;7194.65;;5280.97;;3059.79;;1395.76;;534.445;;309.583;;302.292;;143.889;;65.7639;;98.2639;;68.2639;;67.0139;;46.3194;;58.4722;;104.542;;90.5694;;38.3472;;27.6806;;39.9167;;22.4167;;8.47222;;3.65278;;3.09722;;2.90278;;1.29167;;0.791667;;0.541667;;0.291667;;0.138889;;0.555556;;0.0;;
03.06.2017 21:00:00;33.5499;;17.343;;1005.82;;1.68781;;284.243;;0.0;;1.35933;;14.914;;7660.97;;5605.0;;3278.75;;1556.46;;545.278;;339.514;;327.153;;158.889;;72.0139;;92.2222;;75.4167;;67.7778;;42.0139;;66.9444;;111.736;;102.75;;43.2222;;30.6667;;44.5;;26.0;;10.2361;;4.23611;;3.79167;;3.40278;;1.56944;;0.694444;;0.361111;;0.513889;;0.138889;;0.138889;;0.0;;
03.06.2017 22:00:00;32.7425;;19.0704;;1006.14;;1.55034;;287.337;;0.0;;1.13589;;14.8779;;8785.21;;6605.0;;3944.03;;1898.47;;716.389;;396.042;;378.472;;179.514;;78.8889;;98.4028;;80.8333;;76.1806;;46.3194;;70.9028;;126.097;;117.944;;45.5833;;34.2917;;52.5417;;30.1111;;11.4444;;5.02778;;4.98611;;4.625;;1.95833;;1.27778;;0.652778;;0.513889;;0.166667;;0.277778;;0.0;;
03.06.2017 23:00:00;32.1812;;22.2511;;1006.09;;1.30892;;286.252;;0.0;;1.06381;;6.84713;;10577.0;;7929.44;;4795.97;;2366.94;;901.945;;494.722;;465.694;;210.208;;91.1806;;113.472;;87.0833;;84.2361;;51.1806;;82.8472;;138.556;;133.847;;54.5;;40.9028;;63.9722;;37.3333;;15.0694;;7.0;;6.38889;;5.51389;;2.58333;;1.31944;;0.916667;;0.777778;;0.208333;;0.138889;;0.0;;
04.06.2017;31.8827;;22.1042;;1005.65;;1.40061;;290.154;;0.0;;1.18165;;4.46114;;11423.3;;8656.6;;5177.22;;2562.5;;972.569;;565.139;;517.222;;225.347;;103.889;;122.569;;91.875;;80.3472;;58.3333;;81.5278;;154.903;;145.417;;54.5972;;41.5;;65.6667;;36.6806;;14.6944;;7.04167;;7.125;;5.98611;;2.76389;;1.68056;;0.986111;;0.763889;;0.375;;0.305556;;0.0;;
04.06.2017 01:00:00;31.8528;;22.6643;;1005.39;;1.52594;;283.08;;0.0;;1.33629;;8.12634;;11186.3;;8609.86;;5191.39;;2467.01;;915.069;;524.097;;493.056;;232.222;;100.347;;121.528;;89.5139;;75.3472;;48.3333;;69.5139;;128.111;;120.167;;47.7778;;37.3611;;51.7361;;29.2222;;11.5278;;4.48611;;4.16667;;3.66667;;1.95833;;0.694444;;0.291667;;0.319444;;0.0555555;;0.333333;;0.0;;
04.06.2017 02:00:00;31.4597;;25.5973;;1005.25;;1.4455;;277.321;;0.0;;1.25076;;7.87386;;13198.1;;9983.54;;5704.38;;2640.07;;979.306;;564.306;;525.139;;250.694;;109.306;;131.319;;93.5417;;80.2778;;57.5694;;77.0833;;140.097;;132.181;;55.2917;;41.1389;;59.5972;;34.2917;;12.8889;;5.84722;;5.25;;4.15278;;1.61111;;0.861111;;0.305556;;0.402778;;0.0833333;;0.0972222;;0.0;;
04.06.2017 03:00:00;30.6607;;29.3941;;1005.43;;1.44038;;268.743;;0.0;;1.27207;;10.2611;;12189.4;;9254.93;;5378.68;;2496.32;;918.889;;526.319;;475.833;;214.931;;100.764;;126.042;;83.3333;;81.1806;;53.4028;;75.3472;;134.306;;127.694;;55.3472;;40.0417;;60.7083;;34.3889;;13.5278;;5.77778;;5.54167;;4.30556;;2.09722;;1.05556;;0.569444;;0.375;;0.0972222;;0.0694444;;0.0;;
04.06.2017 04:00:00;30.0301;;30.6005;;1005.46;;1.23623;;253.629;;0.0;;1.09809;;10.6007;;14732.8;;10926.3;;6154.31;;2809.51;;1023.33;;585.833;;533.125;;246.181;;115.694;;142.639;;102.917;;97.5;;62.6389;;93.75;;164.722;;159.542;;63.4306;;48.9306;;75.1111;;43.5972;;18.7083;;8.97222;;7.93056;;8.125;;3.61111;;1.84722;;1.02778;;0.694444;;0.0972222;;0.0416667;;0.0;;
04.06.2017 05:00:00;28.8532;;37.8502;;1005.54;;1.30614;;259.399;;0.0;;1.13376;;11.442;;19649.9;;14610.8;;8163.68;;3697.01;;1341.25;;719.167;;663.194;;307.361;;132.639;;162.361;;125.903;;108.194;;74.3055;;104.931;;190.819;;186.694;;78.2639;;56.875;;85.6111;;47.7222;;20.0694;;8.77778;;9.26389;;8.08333;;3.51389;;1.81944;;0.944444;;0.930556;;0.208333;;0.0555555;;0.0;;
04.06.2017 06:00:00;28.7711;;41.9172;;1005.88;;1.48751;;262.608;;0.0;;1.33929;;11.1908;;22146.3;;16932.8;;9693.06;;4422.08;;1636.11;;903.958;;834.028;;386.389;;180.417;;229.722;;165.417;;142.986;;88.4028;;121.458;;185.181;;183.389;;82.4167;;57.9167;;80.0417;;43.2222;;17.8333;;6.43056;;6.375;;5.65278;;2.86111;;1.18056;;0.652778;;0.569444;;0.152778;;0.0833333;;0.0;;
04.06.2017 07:00:00;30.5835;;36.3239;;1006.59;;1.59985;;264.957;;0.0;;1.41263;;10.0706;;20003.4;;15243.3;;9115.76;;4399.79;;1638.19;;897.917;;859.167;;400.208;;201.528;;256.875;;171.875;;160.833;;101.181;;131.667;;199.111;;183.792;;83.375;;59.2222;;82.0139;;43.25;;16.0;;7.375;;6.01389;;5.66667;;2.63889;;1.06944;;0.611111;;0.722222;;0.125;;0.0555555;;0.0;;
04.06.2017 08:00:00;32.7687;;29.4914;;1006.91;;1.71264;;274.191;;0.0;;1.47883;;12.6958;;17673.8;;13558.5;;8070.56;;3871.94;;1428.89;;809.097;;790.278;;380.417;;189.306;;245.278;;174.583;;154.931;;98.4028;;137.153;;192.375;;180.222;;78.5417;;57.3194;;82.75;;46.1111;;18.7639;;8.45833;;7.11111;;6.375;;2.79167;;1.5;;0.694444;;0.347222;;0.291667;;0.0972222;;0.0;;
04.06.2017 09:00:00;35.402;;22.4059;;1007.0;;1.76683;;281.112;;0.0;;1.46256;;9.94419;;13900.9;;10443.8;;6072.64;;2834.31;;1031.11;;595.833;;558.472;;272.083;;141.042;;175.139;;141.597;;138.194;;80.4167;;116.042;;185.944;;169.375;;70.3472;;49.7083;;76.1389;;42.1806;;17.25;;6.94444;;6.79167;;5.75;;3.11111;;1.45833;;0.916667;;0.847222;;0.125;;0.263889;;0.0;;
04.06.2017 10:00:00;37.2959;;15.8514;;1006.79;;1.9514;;289.097;;0.0;;1.63505;;6.69695;;11392.4;;8654.44;;5089.03;;2340.83;;862.986;;489.167;;439.236;;209.722;;103.333;;133.75;;108.403;;98.1944;;64.0972;;95.0;;144.458;;140.597;;63.5417;;48.3889;;74.4444;;45.8472;;18.2639;;7.40278;;7.41667;;5.91667;;3.05556;;2.02778;;1.26389;;0.958333;;0.527778;;1.16667;;0.0;;
04.06.2017 11:00:00;38.1952;;13.7878;;1006.57;;1.98924;;292.12;;0.0;;1.64607;;7.9294;;10619.9;;8250.83;;4824.93;;2177.22;;770.833;;446.111;;385.764;;176.528;;84.5833;;118.056;;88.4722;;79.5139;;54.0972;;77.7083;;140.764;;134.236;;54.7917;;41.6806;;63.4722;;39.7222;;15.0278;;7.61111;;6.51389;;5.98611;;2.76389;;1.55556;;1.05556;;0.805556;;0.277778;;1.02778;;0.0;;
04.06.2017 12:00:00;38.7816;;13.2102;;1006.0;;2.21769;;286.446;;0.0;;1.89412;;6.51816;;12083.6;;9481.81;;5476.74;;2410.07;;854.236;;463.125;;420.903;;183.542;;87.2917;;114.306;;89.6528;;78.4722;;50.8333;;78.2639;;143.806;;136.139;;53.5417;;42.7361;;63.5278;;36.9306;;14.4583;;5.38889;;5.81944;;4.38889;;2.61111;;1.51389;;0.805556;;0.791667;;0.222222;;1.55556;;0.0;;
04.06.2017 13:00:00;39.318;;12.8279;;1005.41;;2.24421;;282.011;;0.0;;1.94636;;6.87149;;13207.4;;10660.3;;6187.78;;2724.79;;929.514;;534.167;;447.5;;187.5;;91.25;;113.403;;88.5417;;80.2778;;52.9167;;76.1805;;140.042;;130.097;;50.6389;;37.375;;57.4861;;31.9306;;12.1528;;4.95833;;4.61111;;4.48611;;2.13889;;1.08333;;0.611111;;0.666667;;0.194444;;1.11111;;0.0;;
04.06.2017 14:00:00;39.2527;;12.4261;;1005.04;;2.42036;;282.277;;0.0;;2.12638;;10.353;;12414.9;;10115.4;;5862.22;;2536.94;;870.625;;461.875;;410.208;;169.375;;84.4444;;103.681;;80.625;;72.2222;;47.0833;;72.7778;;125.597;;116.111;;45.6528;;35.4861;;54.0417;;30.4444;;10.7083;;4.75;;4.04167;;3.70833;;1.55556;;0.888889;;0.569444;;0.513889;;0.375;;1.38889;;0.0;;
04.06.2017 15:00:00;39.1784;;12.2108;;1004.65;;2.35453;;277.266;;0.0;;2.01644;;7.27503;;12067.8;;9437.92;;5391.04;;2355.42;;787.569;;431.042;;366.111;;161.597;;77.0833;;107.708;;78.0556;;76.7361;;48.4028;;73.2639;;133.167;;121.583;;45.6389;;33.875;;52.3889;;29.3333;;10.8333;;4.68056;;3.58333;;3.23611;;1.76389;;1.19444;;0.611111;;0.597222;;0.152778;;0.347222;;0.0;;
04.06.2017 16:00:00;38.9422;;11.9282;;1004.33;;2.18502;;277.635;;0.0;;1.95233;;7.28975;;12267.1;;9568.61;;5233.75;;2197.5;;747.569;;402.986;;348.333;;148.264;;80.4861;;105.0;;84.8611;;77.9861;;50.3472;;71.6667;;126.042;;116.556;;44.7917;;35.2639;;50.25;;27.9167;;9.61111;;4.45833;;3.68056;;3.25;;1.18056;;0.638889;;0.430556;;0.333333;;0.388889;;0.416667;;0.0;;
04.06.2017 17:00:00;37.9352;;11.9911;;1004.11;;2.17164;;276.448;;0.0;;1.94033;;7.85294;;11769.3;;9028.33;;5105.0;;2147.29;;713.889;;393.194;;345.069;;164.722;;78.9583;;108.958;;87.3611;;74.0278;;50.6944;;74.1667;;123.208;;109.667;;41.2639;;32.2917;;48.4028;;27.0417;;9.36111;;4.31944;;3.80556;;3.125;;1.23611;;0.847222;;0.333333;;0.347222;;0.208333;;0.652778;;0.0;;
04.06.2017 18:00:00;36.7541;;13.2593;;1004.21;;1.76109;;275.397;;0.0;;1.55101;;5.39425;;12788.4;;9892.57;;5451.6;;2254.51;;761.181;;423.542;;381.111;;180.764;;87.2917;;128.611;;97.2222;;80.9722;;55.7639;;78.6111;;123.514;;106.764;;43.8889;;32.7917;;48.4583;;27.2639;;11.1806;;4.26389;;4.18056;;3.36111;;1.26389;;0.555556;;0.277778;;0.333333;;0.0833334;;0.0833333;;0.0;;
04.06.2017 19:00:00;35.0157;;15.2765;;1004.4;;1.61784;;272.502;;0.0;;1.43732;;10.9662;;11842.4;;9618.68;;5404.1;;2314.44;;773.75;;437.292;;409.167;;193.889;;91.25;;120.417;;88.5417;;80.3472;;49.9306;;68.6111;;117.667;;101.0;;41.1111;;29.875;;45.4167;;27.4583;;10.2917;;4.27778;;3.75;;3.25;;1.43056;;0.736111;;0.347222;;0.152778;;0.0277778;;0.0138889;;0.0;;
04.06.2017 20:00:00;34.0302;;17.3902;;1004.68;;1.10261;;270.031;;0.0;;0.908082;;6.74798;;12155.0;;9792.08;;5457.99;;2311.94;;812.014;;439.861;;419.792;;197.5;;95.5556;;128.958;;90.625;;81.3194;;52.9861;;69.5833;;116.597;;101.028;;42.6389;;30.1389;;47.9306;;29.6806;;12.3194;;5.77778;;5.72222;;4.72222;;2.05556;;1.22222;;0.513889;;0.555556;;0.111111;;0.0277778;;0.0;;
04.06.2017 21:00:00;33.2855;;18.772;;1004.8;;1.0007;;282.671;;0.0;;0.811399;;12.7299;;16103.2;;12813.1;;6799.24;;2793.75;;950.833;;529.931;;489.514;;229.514;;113.681;;143.056;;100.347;;89.375;;53.4722;;76.4583;;118.833;;110.972;;44.9861;;33.3611;;51.1528;;33.5833;;15.3889;;7.375;;6.83333;;5.45833;;2.55556;;1.09722;;0.680556;;0.444444;;0.152778;;0.0416667;;0.0;;
04.06.2017 22:00:00;32.3642;;23.3196;;1004.72;;0.977908;;277.815;;0.0;;0.81706;;3.67081;;15434.0;;11979.6;;6465.56;;2713.75;;923.819;;522.083;;486.528;;219.306;;104.167;;139.375;;102.292;;89.9306;;60.4861;;83.5417;;130.264;;123.569;;51.625;;39.2083;;64.0833;;41.625;;18.3611;;9.23611;;9.08333;;8.20833;;4.02778;;1.80556;;1.01389;;0.625;;0.138889;;0.0416667;;0.0;;
04.06.2017 23:00:00;30.9475;;31.7121;;1004.61;;1.183;;261.735;;0.0;;1.0531;;5.76448;;18444.4;;14306.7;;7529.58;;3056.94;;1029.58;;568.403;;521.111;;238.75;;113.333;;143.333;;107.708;;101.458;;58.6806;;88.3333;;144.778;;136.444;;57.9306;;42.5;;68.4861;;45.5139;;20.3889;;8.66667;;9.61111;;8.41667;;4.18056;;2.06944;;0.944444;;0.777778;;0.180556;;0.152778;;0.0;;
05.06.2017;29.7585;;35.1435;;1004.04;;1.12347;;269.374;;0.0;;0.990861;;4.93567;;21812.9;;16948.3;;8619.03;;3452.5;;1156.25;;642.361;;586.597;;271.042;;126.806;;175.417;;126.736;;111.806;;69.0278;;105.347;;189.222;;181.681;;66.8194;;53.5694;;87.75;;58.7639;;27.125;;13.25;;12.2778;;12.3472;;6.02778;;2.66667;;1.40278;;0.916667;;0.277778;;0.138889;;0.0;;
05.06.2017 01:00:00;29.7877;;33.1368;;1003.65;;1.24461;;247.355;;0.0;;1.08073;;13.0642;;23386.1;;19928.8;;10410.8;;3893.75;;1291.67;;720.417;;688.819;;328.889;;149.792;;179.236;;126.806;;97.0833;;55.0694;;70.3472;;115.722;;107.194;;43.7083;;32.5833;;50.5278;;31.4167;;13.3333;;6.22222;;5.65278;;4.95833;;2.27778;;0.930556;;0.583333;;0.388889;;0.0416667;;0.0138889;;0.0;;
05.06.2017 02:00:00;29.4842;;31.9003;;1003.49;;1.24525;;244.792;;0.0;;1.19062;;9.09003;;23804.4;;20839.8;;10715.6;;3885.28;;1254.51;;657.986;;595.347;;280.139;;130.694;;158.681;;107.083;;96.3889;;58.2639;;75.4167;;123.097;;112.681;;43.1389;;32.3194;;54.4861;;33.25;;15.0694;;6.88889;;6.58333;;5.52778;;2.65278;;1.48611;;0.527778;;0.375;;0.0833333;;0.0972222;;0.0;;
05.06.2017 03:00:00;28.8069;;33.6598;;1003.3;;1.34519;;241.398;;0.0;;1.29672;;7.71094;;23463.1;;19777.6;;10031.0;;3633.68;;1157.64;;617.222;;540.972;;251.181;;116.944;;145.972;;102.153;;88.125;;60.9028;;79.5139;;142.222;;134.556;;49.0556;;38.2083;;62.9167;;41.2639;;18.0833;;8.66667;;8.875;;7.375;;3.51389;;1.79167;;0.930556;;0.791667;;0.333333;;0.236111;;0.0;;
05.06.2017 04:00:00;28.3305;;42.4856;;1003.26;;1.51042;;239.615;;0.0;;1.46226;;7.65338;;24706.5;;21046.1;;10515.3;;3684.31;;1185.56;;617.708;;547.917;;246.111;;109.306;;133.958;;99.1667;;84.8611;;58.3333;;77.5;;122.875;;119.778;;46.5;;34.625;;52.2778;;31.9306;;13.5833;;5.97222;;6.125;;5.23611;;2.65278;;1.47222;;0.444444;;0.541667;;0.0972222;;0.0555555;;0.0;;
05.06.2017 05:00:00;28.4207;;39.3391;;1003.42;;1.43852;;239.761;;0.0;;1.3794;;8.27018;;23217.9;;19706.5;;10258.5;;3834.58;;1236.11;;635.069;;558.542;;247.778;;110.694;;135.417;;94.9306;;85.7639;;55.1389;;70.625;;116.292;;108.306;;42.5417;;32.5278;;48.9167;;31.1806;;12.6806;;5.875;;5.65278;;4.91667;;2.13889;;1.30556;;0.638889;;0.458333;;0.166667;;0.0833333;;0.0;;
05.06.2017 06:00:00;28.6401;;41.6203;;1003.69;;1.58412;;243.976;;0.0;;1.50422;;10.4229;;23396.7;;19249.5;;10100.6;;3951.53;;1295.07;;699.931;;587.222;;260.139;;115.972;;147.778;;109.653;;97.9861;;57.8472;;82.3611;;149.375;;136.958;;50.3611;;40.0556;;59.8333;;36.4028;;16.6667;;7.66667;;7.16667;;6.63889;;2.86111;;1.27778;;0.791667;;0.527778;;0.0972222;;0.0555556;;0.0;;
05.06.2017 07:00:00;30.3173;;39.6744;;1004.09;;2.04605;;246.65;;0.0;;1.98247;;9.02272;;24835.8;;21230.8;;11375.1;;4373.4;;1416.94;;739.375;;645.486;;263.819;;111.181;;146.806;;101.042;;88.125;;56.3194;;78.3333;;127.306;;117.486;;50.6667;;38.4722;;59.1528;;34.0417;;14.2222;;6.5;;5.51389;;4.59722;;1.63889;;0.722222;;0.458333;;0.388889;;0.0555555;;0.166667;;0.0;;
05.06.2017 08:00:00;32.928;;31.234;;1004.42;;1.98488;;257.93;;0.0;;1.83049;;10.2095;;27013.3;;22819.7;;11929.7;;4586.94;;1480.14;;756.528;;683.403;;279.097;;132.847;;165.486;;117.361;;93.8889;;63.8194;;87.6389;;151.028;;145.708;;54.5972;;42.4722;;68.5694;;42.7361;;18.3333;;8.01389;;7.625;;7.11111;;3.19444;;1.44444;;0.888889;;0.666667;;0.388889;;0.347222;;0.0;;
05.06.2017 09:00:00;35.8091;;24.3747;;1004.47;;2.03905;;271.857;;0.0;;1.60144;;25.059;;24940.3;;21511.3;;11680.6;;4582.92;;1498.68;;803.264;;724.028;;306.042;;140.278;;175.556;;118.403;;101.597;;61.1111;;82.0139;;136.792;;131.056;;49.1806;;39.0;;64.4306;;41.8333;;17.8333;;7.41667;;7.80556;;6.45833;;2.98611;;1.70833;;1.16667;;0.958333;;0.25;;0.777778;;0.0;;
05.06.2017 10:00:00;38.5568;;20.3327;;1004.27;;1.86956;;285.803;;0.0;;1.64259;;6.53267;;21077.8;;19131.7;;10817.7;;4482.78;;1481.04;;798.403;;682.292;;277.778;;119.931;;132.431;;89.1667;;76.1111;;46.0417;;60.4167;;103.444;;93.5972;;33.5694;;27.6806;;45.3889;;29.4722;;13.5417;;5.04167;;5.38889;;5.25;;2.56944;;1.25;;0.791667;;0.680556;;0.263889;;0.472222;;0.0;;
05.06.2017 11:00:00;40.536;;15.3945;;1004.13;;1.98372;;283.754;;0.0;;1.7144;;5.96835;;17493.4;;15807.5;;8946.6;;3728.54;;1259.58;;681.528;;577.083;;237.569;;108.194;;120.0;;79.4445;;71.9444;;42.2917;;55.6944;;106.542;;101.528;;36.9583;;28.9583;;49.375;;33.3611;;14.9167;;7.47222;;6.5;;6.06945;;3.45833;;1.94444;;1.01389;;0.930556;;0.388889;;1.20833;;0.0;;
05.06.2017 12:00:00;41.6102;;11.9792;;1003.68;;2.26424;;282.071;;0.0;;1.90403;;16.975;;14468.9;;12792.8;;7211.74;;3020.14;;1029.72;;547.014;;463.472;;187.986;;87.2222;;104.236;;66.5278;;56.0417;;33.6111;;50.0;;90.7639;;87.8056;;32.625;;25.9861;;41.9444;;29.5833;;11.6944;;5.72222;;5.375;;5.30556;;2.66667;;1.61111;;1.0;;1.09722;;0.402778;;2.18056;;0.0;;
05.06.2017 13:00:00;42.206;;10.7865;;1003.3;;2.1311;;284.731;;0.0;;1.66231;;21.2814;;13376.0;;11993.9;;6802.99;;2844.86;;978.472;;517.431;;440.833;;177.083;;69.5139;;90.1389;;55.625;;48.6111;;30.5556;;44.6528;;81.3611;;72.6389;;23.5694;;20.1389;;30.7917;;20.9028;;8.72222;;3.86111;;4.22222;;3.79167;;1.95833;;0.972222;;0.569444;;0.763889;;0.416667;;0.875;;0.0;;
05.06.2017 14:00:00;42.2464;;10.2975;;1002.78;;2.33797;;282.224;;0.0;;2.05354;;7.66147;;13323.1;;11716.7;;6723.06;;2844.31;;956.25;;498.125;;425.347;;166.389;;72.0139;;84.6528;;58.1944;;46.9444;;30.0;;41.5972;;74.5556;;64.3056;;24.4167;;19.0417;;29.8611;;19.1944;;7.84722;;3.31944;;3.5;;3.22222;;2.06944;;1.08333;;0.958333;;0.527778;;0.222222;;0.805556;;0.0;;
05.06.2017 15:00:00;42.069;;10.1016;;1002.47;;2.29944;;281.631;;0.0;;2.00241;;7.21402;;13263.0;;11816.0;;6751.04;;2818.54;;939.931;;507.708;;419.861;;162.014;;69.5139;;81.9444;;56.875;;45.4167;;27.8472;;38.0556;;72.2083;;65.75;;25.2639;;19.375;;30.125;;20.2083;;7.65278;;3.47222;;3.69444;;3.27778;;1.95833;;1.01389;;0.805556;;0.861111;;0.25;;0.819444;;0.0;;
05.06.2017 16:00:00;41.2575;;11.2312;;1002.22;;2.0386;;286.115;;0.0;;1.72609;;6.37732;;14064.9;;12420.8;;6965.28;;2917.01;;980.694;;510.764;;430.0;;167.639;;72.0833;;78.5417;;55.2778;;44.0972;;28.6806;;37.4306;;73.2083;;65.7083;;23.4861;;18.4306;;32.1389;;20.0139;;8.02778;;4.19444;;3.875;;3.84722;;1.80556;;0.930556;;0.527778;;0.638889;;0.166667;;0.5;;0.0;;
05.06.2017 17:00:00;40.1593;;12.1204;;1002.31;;2.10953;;288.521;;0.0;;1.75031;;13.0644;;14391.5;;12999.4;;7372.99;;3061.46;;1027.64;;516.944;;435.972;;169.861;;73.6111;;79.375;;55.625;;45.5556;;28.0556;;39.1667;;72.8195;;64.0;;22.8333;;17.8611;;27.125;;17.5694;;7.26389;;3.41667;;3.29167;;2.90278;;1.5;;0.833333;;0.5;;0.513889;;0.194444;;0.847222;;0.0;;
05.06.2017 18:00:00;38.5981;;13.3769;;1002.42;;2.00806;;285.186;;0.0;;1.80884;;5.62569;;15208.1;;13944.4;;7970.63;;3341.6;;1108.33;;556.042;;479.722;;180.486;;86.4583;;100.625;;61.5278;;51.4583;;32.3611;;36.3194;;73.0139;;62.7083;;19.4583;;15.5417;;27.4861;;16.1111;;7.19444;;3.36111;;3.11111;;2.61111;;1.22222;;0.416667;;0.291667;;0.263889;;0.0972222;;0.722222;;0.0;;
05.06.2017 19:00:00;36.6428;;16.3518;;1002.7;;1.53187;;285.881;;0.0;;1.31144;;7.27509;;18637.6;;17040.1;;9875.42;;4141.04;;1360.97;;700.625;;583.264;;213.472;;92.6389;;100.347;;66.0417;;53.125;;37.2917;;42.6389;;63.6944;;59.4444;;21.5833;;16.8889;;27.75;;18.625;;8.33333;;3.95833;;3.83333;;3.66667;;1.86111;;0.75;;0.430556;;0.361111;;0.166667;;0.180556;;0.0;;
05.06.2017 20:00:00;35.1228;;19.8232;;1003.38;;1.30956;;280.897;;0.0;;1.02871;;11.5326;;19570.8;;17644.3;;10162.5;;4339.51;;1428.96;;735.556;;588.611;;229.722;;100.764;;108.542;;70.9028;;56.875;;36.3194;;44.5139;;80.0;;69.0833;;24.6389;;19.4444;;29.1667;;20.625;;9.66667;;4.27778;;4.875;;3.45833;;2.09722;;1.125;;0.513889;;0.319444;;0.0694444;;0.0138889;;0.0;;
05.06.2017 21:00:00;34.1868;;20.7191;;1003.57;;1.08593;;294.25;;0.0;;0.83596;;6.83374;;19088.5;;17486.4;;10338.2;;4500.35;;1542.22;;800.278;;644.514;;260.347;;108.403;;124.931;;85.7639;;64.5833;;42.4306;;49.375;;96.0139;;87.3056;;30.6389;;24.125;;40.2083;;30.0139;;13.4444;;7.20833;;7.125;;6.27778;;2.93056;;1.81944;;0.819444;;0.541667;;0.180556;;0.236111;;0.0;;
05.06.2017 22:00:00;33.623;;20.1194;;1003.75;;0.799683;;290.384;;0.0;;0.598201;;7.53423;;20089.7;;17933.8;;10444.0;;4513.82;;1522.15;;780.556;;659.444;;251.597;;111.944;;130.556;;86.5972;;69.3056;;39.3056;;57.9861;;106.625;;97.0278;;35.9861;;27.25;;49.4167;;36.9444;;19.0694;;8.41667;;8.79166;;9.41667;;4.91667;;2.52778;;1.30556;;1.01389;;0.402778;;0.125;;0.0;;
05.06.2017 23:00:00;32.9552;;22.2556;;1003.61;;0.751611;;295.076;;0.0;;0.579799;;3.14953;;22758.6;;19646.4;;11151.8;;4783.19;;1621.81;;856.181;;714.583;;293.681;;122.917;;149.028;;106.806;;95.2778;;51.1806;;73.125;;133.875;;127.931;;46.9028;;37.8472;;65.0694;;46.2639;;23.2083;;9.73611;;12.2778;;12.2917;;7.01389;;3.04167;;1.90278;;1.58333;;0.319444;;0.180556;;0.0;;
